measure,location,sex,age,cause,metric,year,val,upper,lower
Prevalence,Tajikistan,Both,All Ages,HIV/AIDS,Percent,2019,0.000508841944991324,0.0006252179829885693,0.00038683781571649273
Prevalence,Nigeria,Both,All Ages,HIV/AIDS,Percent,2019,0.009325618633633626,0.010491069166760665,0.008342544113808113
Prevalence,Congo,Both,All Ages,HIV/AIDS,Percent,2019,0.018871742748631803,0.028114146246556268,0.01298240395093629
Prevalence,Cook Islands,Both,All Ages,HIV/AIDS,Percent,2019,0.0016413899564966337,0.006457976975394812,0.00011115990607358473
Prevalence,Costa Rica,Both,All Ages,HIV/AIDS,Percent,2019,0.0015101270922875702,0.0019008904476345684,0.0012356352916740763
Prevalence,Lesotho,Both,All Ages,HIV/AIDS,Percent,2019,0.18716647608997716,0.1998481345184752,0.1755492813811391
Prevalence,Israel,Both,All Ages,HIV/AIDS,Percent,2019,0.0015510451045938017,0.002243921158837092,0.0008479314289392321
Prevalence,Poland,Both,All Ages,HIV/AIDS,Percent,2019,0.00042852439631323256,0.0007536827414016753,0.0002606865116022539
Prevalence,Mauritius,Both,All Ages,HIV/AIDS,Percent,2019,0.0027306889409855987,0.003384802764722347,0.002331321538829485
Prevalence,United Kingdom,Both,All Ages,HIV/AIDS,Percent,2019,0.002085202684563458,0.0029963430137381307,0.0011807429421398072
Prevalence,Sao Tome and Principe,Both,All Ages,HIV/AIDS,Percent,2019,0.0001409886887236658,0.00021475846327247,0.00011096795254967459
Prevalence,Egypt,Both,All Ages,HIV/AIDS,Percent,2019,4.723876905799093e-05,5.577311843650576e-05,3.9604603077320086e-05
Prevalence,Honduras,Both,All Ages,HIV/AIDS,Percent,2019,0.0009905116368349677,0.001171912262738046,0.0008513854803629143
Prevalence,Afghanistan,Both,All Ages,HIV/AIDS,Percent,2019,0.00014158832420482564,0.000537361323270894,1.2624596764188143e-05
Prevalence,Ireland,Both,All Ages,HIV/AIDS,Percent,2019,0.000486813011984363,0.0007182246000813868,0.0003049225940066115
Prevalence,Bahamas,Both,All Ages,HIV/AIDS,Percent,2019,0.011330111268917474,0.013622751948467363,0.009819246955203139
Prevalence,Palestine,Both,All Ages,HIV/AIDS,Percent,2019,4.123748802452253e-05,7.378120449267933e-05,2.3390179199502227e-05
Prevalence,Solomon Islands,Both,All Ages,HIV/AIDS,Percent,2019,0.0011423620956288823,0.007036043737678352,5.540899095867858e-05
Prevalence,Argentina,Both,All Ages,HIV/AIDS,Percent,2019,0.00444998431440799,0.006700313775790597,0.002603198512386178
Prevalence,Italy,Both,All Ages,HIV/AIDS,Percent,2019,0.0016581281768436754,0.0022563652305175224,0.001165943390749103
Prevalence,Chad,Both,All Ages,HIV/AIDS,Percent,2019,0.008418957484161067,0.010812588791921564,0.006501830004216543
Prevalence,Suriname,Both,All Ages,HIV/AIDS,Percent,2019,0.0063837471212763825,0.0077093808877684656,0.005498906764899627
Prevalence,Viet Nam,Both,All Ages,HIV/AIDS,Percent,2019,0.002661151317999785,0.0035216340284610187,0.0021744827652050657
Prevalence,Romania,Both,All Ages,HIV/AIDS,Percent,2019,0.0007890463738938092,0.0009040068765695494,0.0006931202348212078
Prevalence,Greenland,Both,All Ages,HIV/AIDS,Percent,2019,0.0036219784336040312,0.005847982006213553,0.001851409270653323
Prevalence,Russian Federation,Both,All Ages,HIV/AIDS,Percent,2019,0.008151724545880803,0.010045387108356193,0.006719630389729021
Prevalence,Bangladesh,Both,All Ages,HIV/AIDS,Percent,2019,5.373887240041043e-05,0.00018821699358647127,2.382357214902586e-05
Prevalence,Madagascar,Both,All Ages,HIV/AIDS,Percent,2019,0.0016360809759151788,0.002829591229163051,0.0008006229931088228
Prevalence,Brunei Darussalam,Both,All Ages,HIV/AIDS,Percent,2019,0.0013295018592979976,0.002145666475862049,0.0007032233962595944
Prevalence,South Africa,Both,All Ages,HIV/AIDS,Percent,2019,0.14745607026267193,0.15635108161935488,0.13872996858709166
Prevalence,Puerto Rico,Both,All Ages,HIV/AIDS,Percent,2019,0.002364417327187855,0.0026889450623457647,0.001885123498022178
Prevalence,Algeria,Both,All Ages,HIV/AIDS,Percent,2019,0.0002399686626305772,0.0008470142685037765,3.8820761403025215e-05
Prevalence,Nepal,Both,All Ages,HIV/AIDS,Percent,2019,0.0009411460375231804,0.003590964505089929,7.599988719042166e-05
Prevalence,Eswatini,Both,All Ages,HIV/AIDS,Percent,2019,0.195835479270611,0.2122058208931062,0.18168692143324766
Prevalence,Oman,Both,All Ages,HIV/AIDS,Percent,2019,0.0006105630269475572,0.000794550855636869,0.00043991603767993734
Prevalence,Turkmenistan,Both,All Ages,HIV/AIDS,Percent,2019,0.0007895325488720468,0.0010484413775999218,0.0006247806064651608
Prevalence,Saudi Arabia,Both,All Ages,HIV/AIDS,Percent,2019,0.00030793426734557357,0.0007261887501377409,0.00012674645126375752
Prevalence,Guam,Both,All Ages,HIV/AIDS,Percent,2019,0.0007139613088425119,0.0014630329191588913,0.0003213311074051903
Prevalence,Equatorial Guinea,Both,All Ages,HIV/AIDS,Percent,2019,0.05183095330290172,0.07948412446780762,0.03259546191059279
Prevalence,Cambodia,Both,All Ages,HIV/AIDS,Percent,2019,0.004401891600608739,0.005635569963170997,0.003136810657253521
Prevalence,Trinidad and Tobago,Both,All Ages,HIV/AIDS,Percent,2019,0.007025826108298355,0.00814699395328027,0.006246176838317012
Prevalence,Senegal,Both,All Ages,HIV/AIDS,Percent,2019,0.0032075800929979377,0.004013343271059742,0.0026089446180784077
Prevalence,Luxembourg,Both,All Ages,HIV/AIDS,Percent,2019,0.0009571873812524976,0.001450229240181388,0.0005946699157158645
Prevalence,Bahrain,Both,All Ages,HIV/AIDS,Percent,2019,0.00017369888423802776,0.00021361040196241126,0.00014788601072454895
Prevalence,Barbados,Both,All Ages,HIV/AIDS,Percent,2019,0.005227890264304061,0.005979784278310427,0.004609014187730945
Prevalence,India,Both,All Ages,HIV/AIDS,Percent,2019,0.0013452818747987307,0.0015094458879114584,0.0012022402805914989
Prevalence,Sierra Leone,Both,All Ages,HIV/AIDS,Percent,2019,0.010028081955954903,0.013637376425547111,0.007395284214470635
Prevalence,Guatemala,Both,All Ages,HIV/AIDS,Percent,2019,0.0017403485019888167,0.0027880529230869173,0.001165842312295236
Prevalence,Fiji,Both,All Ages,HIV/AIDS,Percent,2019,0.0005391267828658615,0.0006433317857123152,0.00045335439039235933
Prevalence,Gambia,Both,All Ages,HIV/AIDS,Percent,2019,0.01175980735442401,0.01683977145991744,0.007697344852134789
Prevalence,Bhutan,Both,All Ages,HIV/AIDS,Percent,2019,0.0009927998855170715,0.004671964908806764,6.562504722337274e-05
Prevalence,Serbia,Both,All Ages,HIV/AIDS,Percent,2019,0.0002750344392077967,0.0003815871853478359,0.00021612747404927223
Prevalence,Slovenia,Both,All Ages,HIV/AIDS,Percent,2019,0.00013830747287160028,0.00023148599174685854,7.819710606279187e-05
Prevalence,Vanuatu,Both,All Ages,HIV/AIDS,Percent,2019,0.0012189681710832285,0.007624451832708846,8.507443122417125e-05
Prevalence,Indonesia,Both,All Ages,HIV/AIDS,Percent,2019,0.001160996168349532,0.0013583509226208687,0.0010091203880507305
Prevalence,Ukraine,Both,All Ages,HIV/AIDS,Percent,2019,0.006273921160613359,0.007938832197210352,0.004836287698214717
Prevalence,Timor-Leste,Both,All Ages,HIV/AIDS,Percent,2019,0.0028229979884778185,0.016050900061791395,0.00013716402671739168
Prevalence,Côte d'Ivoire,Both,All Ages,HIV/AIDS,Percent,2019,0.016703431564403057,0.018722273812310623,0.014797969743873986
Prevalence,Malta,Both,All Ages,HIV/AIDS,Percent,2019,0.0009740264752737752,0.001395854369523718,0.0005941468414008453
Prevalence,Togo,Both,All Ages,HIV/AIDS,Percent,2019,0.014169022426744178,0.01728717972991276,0.01155400106261691
Prevalence,Tokelau,Both,All Ages,HIV/AIDS,Percent,2019,0.0014851439834716218,0.00590773472903859,0.00010396064920492086
Prevalence,Saint Kitts and Nevis,Both,All Ages,HIV/AIDS,Percent,2019,0.008900809372229944,0.020033155804934352,0.002697912818001593
Prevalence,Saint Vincent and the Grenadines,Both,All Ages,HIV/AIDS,Percent,2019,0.003997978441786114,0.004879270884652475,0.0033902723825436736
Prevalence,Seychelles,Both,All Ages,HIV/AIDS,Percent,2019,0.0010805560775932524,0.001411371648936195,0.0008838612871225254
Prevalence,Uzbekistan,Both,All Ages,HIV/AIDS,Percent,2019,0.0007040436578907653,0.0009927358948996416,0.0004126913598708948
Prevalence,Namibia,Both,All Ages,HIV/AIDS,Percent,2019,0.08904497491186268,0.09482159749502395,0.08343277487306941
Prevalence,Cyprus,Both,All Ages,HIV/AIDS,Percent,2019,0.0001545152544752315,0.00024337787422597086,9.098441197516288e-05
Prevalence,Austria,Both,All Ages,HIV/AIDS,Percent,2019,0.002054761684335722,0.0030339777230673055,0.0011547477811761832
Prevalence,Albania,Both,All Ages,HIV/AIDS,Percent,2019,1.2311472957648007e-05,1.9449567932675843e-05,7.668590950198403e-06
Prevalence,Gabon,Both,All Ages,HIV/AIDS,Percent,2019,0.02893584746878583,0.03817760473801994,0.022268802869498422
Prevalence,Belize,Both,All Ages,HIV/AIDS,Percent,2019,0.00678796091139858,0.00849890324570828,0.005482875129081735
Prevalence,Cuba,Both,All Ages,HIV/AIDS,Percent,2019,0.0022400836626291303,0.0032763486842791777,0.0014076502025350515
Prevalence,Chile,Both,All Ages,HIV/AIDS,Percent,2019,0.0032373069080039443,0.004982369439385275,0.001912332677577321
Prevalence,San Marino,Both,All Ages,HIV/AIDS,Percent,2019,0.0007471489378605405,0.0022046489763099305,0.00017213602942252546
Prevalence,Ghana,Both,All Ages,HIV/AIDS,Percent,2019,0.010017412992166278,0.011885081130312999,0.008475315661008108
Prevalence,Slovakia,Both,All Ages,HIV/AIDS,Percent,2019,6.648204127745206e-05,8.7573657587092e-05,5.031214191307463e-05
Prevalence,Rwanda,Both,All Ages,HIV/AIDS,Percent,2019,0.017032168210158277,0.018868393178247796,0.015222845314832346
Prevalence,Mozambique,Both,All Ages,HIV/AIDS,Percent,2019,0.08210737418536916,0.0967993930449999,0.07086071655629672
Prevalence,Qatar,Both,All Ages,HIV/AIDS,Percent,2019,5.4777490072258776e-05,6.731936761858569e-05,4.6061079848808424e-05
Prevalence,Uruguay,Both,All Ages,HIV/AIDS,Percent,2019,0.0036764518734731357,0.004800560279884855,0.002685050104469264
Prevalence,Mexico,Both,All Ages,HIV/AIDS,Percent,2019,0.001864805707134078,0.0023062790630641763,0.0014987787084994907
Prevalence,Belgium,Both,All Ages,HIV/AIDS,Percent,2019,0.002212430950151856,0.003371809940585963,0.0012024692663437978
Prevalence,Zimbabwe,Both,All Ages,HIV/AIDS,Percent,2019,0.08704257643445888,0.09290544497659733,0.08139504345017544
Prevalence,Iran (Islamic Republic of),Both,All Ages,HIV/AIDS,Percent,2019,0.0003411841098435523,0.00042642004704035897,0.00026304297851602695
Prevalence,Syrian Arab Republic,Both,All Ages,HIV/AIDS,Percent,2019,2.788850269640318e-05,4.267536016955079e-05,2.007307536473276e-05
Prevalence,Bosnia and Herzegovina,Both,All Ages,HIV/AIDS,Percent,2019,4.1824073265115205e-05,5.4445642487750554e-05,2.9111509315654667e-05
Prevalence,Guinea,Both,All Ages,HIV/AIDS,Percent,2019,0.010038920213990674,0.013636778631775343,0.007305310414049626
Prevalence,Burundi,Both,All Ages,HIV/AIDS,Percent,2019,0.007363899536549373,0.00847470362711847,0.006506517910491432
Prevalence,Dominica,Both,All Ages,HIV/AIDS,Percent,2019,0.0032080403500175663,0.0037645252625724776,0.0027691733305175
Prevalence,Tuvalu,Both,All Ages,HIV/AIDS,Percent,2019,0.0015614794549936712,0.006352246272002742,0.0001122007172328007
Prevalence,Guinea-Bissau,Both,All Ages,HIV/AIDS,Percent,2019,0.01686464417011423,0.026011527414356913,0.009677086081292474
Prevalence,Armenia,Both,All Ages,HIV/AIDS,Percent,2019,0.00048340061063932696,0.0006332702341014914,0.00038663357490404586
Prevalence,Nicaragua,Both,All Ages,HIV/AIDS,Percent,2019,0.0023562316030076758,0.0028575757164472464,0.00186817995637214
Prevalence,United States Virgin Islands,Both,All Ages,HIV/AIDS,Percent,2019,0.0023549790239410368,0.0026413079820543656,0.0020855233883677036
Prevalence,Bolivia (Plurinational State of),Both,All Ages,HIV/AIDS,Percent,2019,0.0014414663104974099,0.005018244183202325,0.0002793582027086331
